a,16,-112,4064,0.002
a,16,-96,4048,0.011
a,16,-112,4048,0.013
a,16,-112,4048,0.020
m,253,-412,847,0.022
a,32,-112,4048,0.024
a,16,-96,4048,0.028
a,16,-112,4064,0.032
a,16,-96,4048,0.035
m,247,-418,866,0.038
a,16,-112,4048,0.040
a,32,-112,4048,0.043
a,16,-112,4048,0.047
a,16,-96,4064,0.051
a,16,-96,4048,0.055
m,271,-418,878,0.058
a,32,-112,4064,0.061
g,-2,7,0,0.065
g,4,-13,-5,0.068
g,2,-8,8,0.070
a,16,-112,4064,0.072
g,-5,-15,-14,0.075
a,16,-112,4048,0.078
g,1,-10,-17,0.080
g,2,10,18,0.082
a,16,-112,4064,0.086
a,16,-112,4048,0.088
g,9,-8,-7,0.091
a,16,-96,4048,0.093
g,3,-12,-1,0.096
g,0,-5,2,0.098
a,16,-112,4064,0.100
g,1,-5,0,0.102
a,16,-112,4064,0.104
g,-2,-3,3,0.107
g,-8,-7,4,0.109
a,16,-112,4048,0.112
m,271,-412,891,0.114
g,5,-8,14,0.116
g,-3,-5,-6,0.118
a,16,-96,4048,0.120
g,-8,-13,-1,0.122
a,16,-96,4064,0.124
g,-1,1,-13,0.127
a,32,-96,4048,0.129
g,-7,-8,1,0.131
m,271,-418,891,0.134
g,2,-4,-2,0.136
g,-3,-9,4,0.138
a,16,-112,4064,0.140
g,-2,-5,-4,0.143
g,0,0,-1,0.145
g,-2,-14,-7,0.148
g,-6,-3,-1,0.150
m,265,-412,885,0.152
g,-5,-6,-1,0.154
a,16,-112,4048,0.156
g,0,-7,3,0.158
g,-2,-2,6,0.160
g,-4,-3,2,0.163
g,-8,-16,1,0.165
g,1,-13,-2,0.168
g,-1,-5,0,0.170
m,241,-407,885,0.172
g,1,-9,0,0.174
a,16,-112,4064,0.176
g,-5,-7,1,0.178
g,0,-3,-3,0.180
g,-6,-4,8,0.183
g,3,-14,-1,0.185
g,-11,-2,-2,0.186
a,16,-96,4064,0.188
g,-1,3,-3,0.191
m,259,-412,891,0.195
a,16,-112,4048,0.197
g,-3,-10,-1,0.199
g,-3,0,-2,0.201
g,-1,2,-1,0.204
g,2,0,3,0.206
g,-3,3,-8,0.209
a,32,-112,4064,0.211
g,4,-1,1,0.213
a,16,-112,4048,0.215
g,-2,-9,-7,0.218
g,-13,-3,9,0.220
g,4,-6,-8,0.223
g,3,-15,7,0.225
a,16,-96,4048,0.227
g,6,1,-3,0.230
a,16,-112,4064,0.233
g,-11,-8,5,0.235
g,8,-6,-4,0.237
g,2,-3,1,0.239
g,-6,-2,-2,0.242
a,16,-112,4048,0.244
g,6,-7,4,0.246
g,-3,-4,11,0.248
g,1,-13,-11,0.251
m,253,-424,885,0.253
g,1,6,-2,0.255
g,5,-10,2,0.258
g,-5,5,-1,0.260
g,-6,0,7,0.263
g,-2,-5,-6,0.265
g,-7,-7,9,0.267
g,3,-13,1,0.270
a,16,-96,4048,0.273
a,16,-112,4048,0.276
a,16,-112,4032,0.278
g,-2,0,-2,0.281
g,0,-12,-1,0.283
g,-8,-6,7,0.286
g,-6,-5,4,0.288
g,3,-2,3,0.290
m,253,-412,885,0.292
g,1,-2,5,0.294
g,-5,-3,-5,0.297
a,16,-96,4064,0.299
g,-1,-5,-8,0.302
a,16,-112,4048,0.305
a,16,-96,4048,0.307
a,16,-96,4048,0.310
g,-3,-4,-1,0.312
g,7,-11,-2,0.315
g,-8,-4,1,0.318
a,32,-112,4048,0.321
g,6,-12,-6,0.323
g,-8,-1,1,0.326
g,-2,-10,1,0.328
g,-6,4,1,0.330
g,-1,-9,-12,0.332
g,-2,-17,1,0.334
a,16,-112,4064,0.337
g,-2,-2,-2,0.339
g,-6,-2,4,0.342
g,-1,-9,-6,0.345
a,16,-96,4048,0.347
g,-1,-15,-1,0.349
g,1,-7,-3,0.351
a,16,-96,4048,0.353
g,-4,3,8,0.356
a,16,-96,4064,0.358
g,1,0,6,0.361
g,2,-14,1,0.363
a,16,-96,4064,0.365
g,7,-19,3,0.368
g,-7,-2,-2,0.370
m,277,-418,873,0.372
g,-1,-17,-1,0.374
g,3,-7,-6,0.377
a,16,-112,4064,0.380
a,16,-112,4064,0.383
a,16,-112,4048,0.385
g,-8,2,4,0.387
g,-1,-4,3,0.389
g,1,-3,-5,0.392
m,259,-418,904,0.394
g,4,-3,-11,0.396
g,-12,-3,-3,0.398
a,16,-112,4048,0.400
g,2,-8,3,0.403
a,16,-112,4048,0.405
g,-6,-4,-8,0.408
g,-6,-5,0,0.410
m,265,-413,886,0.413
g,1,-6,10,0.416
g,-6,-8,2,0.418
g,-8,-5,5,0.420
g,4,9,-6,0.422
g,-3,-10,-2,0.425
g,-4,-7,2,0.427
a,16,-112,4048,0.430
a,16,-112,4048,0.433
g,-5,-10,-5,0.436
g,2,-3,-8,0.438
a,16,-112,4048,0.440
g,1,-11,7,0.442
a,32,-112,4048,0.445
g,4,-3,-6,0.448
a,16,-112,4048,0.451
m,265,-424,886,0.453
g,6,-16,3,0.456
g,-6,-13,4,0.458
a,16,-96,4048,0.460
g,9,5,10,0.463
g,1,-14,-10,0.465
g,-4,-1,4,0.468
g,-9,-4,-3,0.470
m,265,-418,886,0.472
g,4,-3,-1,0.475
a,32,-112,4032,0.477
a,16,-96,4064,0.480
g,-3,-2,-2,0.482
a,16,-96,4064,0.484
g,-3,-5,-4,0.487
a,16,-96,4048,0.489
m,259,-418,892,0.492
a,16,-112,4048,0.495
g,-9,-1,3,0.497
g,0,-9,0,0.500
a,16,-96,4064,0.503
a,32,-96,4048,0.505
g,-4,-12,2,0.507
a,32,-96,4048,0.509
g,-11,2,2,0.512
g,5,-7,-2,0.514
g,0,-5,-5,0.516
g,-9,-2,8,0.519
g,-4,-13,-9,0.521
g,-1,-6,1,0.524
g,7,-14,3,0.526
g,-3,0,-13,0.528
g,-2,-4,-4,0.531
g,-1,-4,1,0.533
a,16,-112,4064,0.535
g,-5,-1,3,0.538
g,6,7,4,0.541
a,16,-112,4064,0.543
g,1,1,-1,0.546
g,-2,-19,-2,0.548
g,-12,1,2,0.551
m,253,-401,880,0.553
g,-9,-2,10,0.555
g,7,3,-1,0.557
g,-9,3,0,0.559
a,16,-96,4048,0.562
g,10,0,2,0.564
g,-7,-1,0,0.567
g,2,-8,-3,0.570
a,16,-96,4048,0.573
a,16,-96,4048,0.576
g,-5,-8,-5,0.578
g,-6,-2,3,0.581
a,32,-96,4080,0.583
g,-3,-2,9,0.585
a,32,-96,4064,0.587
g,-7,0,-4,0.589
a,16,-80,4080,0.592
g,5,7,7,0.594
g,-1,-5,3,0.597
g,-7,-8,2,0.599
g,-1,-10,-7,0.601
g,-6,0,-1,0.604
g,2,3,0,0.606
g,-4,-5,4,0.611
g,3,-15,2,0.613
g,-7,1,2,0.615
g,0,-5,4,0.618
a,32,-112,4048,0.621
a,16,-96,4064,0.624
a,16,-112,4064,0.626
g,-8,1,3,0.629
g,1,-7,-5,0.631
a,32,-96,4064,0.633
g,-1,-5,-6,0.635
a,32,-96,4048,0.637
g,-10,-2,7,0.640
a,16,-112,4048,0.643
g,0,-6,-2,0.646
g,-16,-3,3,0.648
g,-1,-4,0,0.650
g,1,-1,-12,0.653
g,-2,1,12,0.656
a,32,-128,4048,0.658
g,-5,-6,3,0.661
g,7,-9,2,0.663
g,-5,-5,-1,0.665
a,16,-112,4064,0.668
g,-14,7,6,0.671
g,1,1,1,0.673
a,16,-112,4064,0.675
g,-7,1,13,0.676
g,2,-10,-5,0.680
g,-8,3,-3,0.682
a,16,-112,4064,0.685
g,0,-1,-6,0.687
g,0,-6,8,0.690
g,-1,5,-4,0.693
g,-6,-9,-12,0.695
g,-10,-8,4,0.697
g,-1,0,-2,0.699
a,16,-96,4064,0.701
g,6,-4,-7,0.704
a,16,-96,4064,0.706
g,-5,2,2,0.709
g,-7,-10,1,0.711
m,259,-413,886,0.713
g,1,-6,0,0.715
a,16,-112,4048,0.717
g,-9,-7,-2,0.719
a,16,-112,4064,0.721
g,-1,-7,-11,0.724
g,-6,1,7,0.726
g,-1,-6,-4,0.729
g,1,-3,-1,0.731
m,265,-413,899,0.733
g,-2,6,-2,0.735
a,16,-96,4064,0.737
g,-7,-9,6,0.739
g,-10,-10,-7,0.741
g,-3,2,1,0.744
g,-2,2,4,0.746
g,-1,-11,0,0.749
g,4,-5,-5,0.751
m,277,-418,886,0.753
g,-7,-1,-7,0.755
a,32,-112,4048,0.757
g,9,-5,3,0.760
g,-8,-5,-1,0.762
g,2,-3,9,0.765
g,-2,-1,-2,0.767
a,16,-112,4064,0.769
g,3,0,2,0.772
g,4,-11,5,0.774
a,16,-112,4064,0.776
g,-10,-2,0,0.778
a,16,-96,4048,0.780
g,-6,-1,-1,0.783
