-0.05, 0.62, 9.71, -0.02, -0.14, 0.09, 0.0420,
0.14, 0.62, 9.64, 0.03, -0.18, 0.01, 0.0530,
0.07, -0.26, 9.64, 0.04, -0.17, 0.04, 0.0600,
0.14, 0.08, 9.56, 0.04, -0.17, 0.04, 0.0640,
0.18, 0.23, 9.55, 0.03, -0.12, -0.02, 0.0730,
0.18, 0.23, 9.55, 0.03, -0.12, -0.02, 0.0740,
0.18, 0.23, 9.60, 0.02, -0.07, -0.01, 0.0830,
0.18, 0.23, 9.60, 0.02, -0.07, -0.01, 0.0840,
0.14, 0.23, 9.55, -0.02, 0.00, 0.01, 0.0920,
0.22, 0.39, 9.44, -0.10, 0.08, 0.02, 0.0990,
0.22, 0.39, 9.44, -0.10, 0.08, 0.02, 0.1000,
0.14, 0.43, 9.67, -0.10, 0.08, 0.02, 0.1040,
-0.43, 0.46, 9.82, -0.01, 0.07, -0.39, 0.2070,
-0.43, 0.46, 9.82, -0.01, 0.07, -0.39, 0.2090,
0.14, 0.12, 9.63, -0.01, 0.07, -0.39, 0.2140,
0.03, -0.07, 9.52, -0.00, 0.04, -0.38, 0.2230,
0.03, -0.07, 9.52, -0.00, 0.04, -0.38, 0.2250,
-0.09, -0.07, 9.68, 0.11, 0.13, -0.35, 0.2320,
-0.09, -0.07, 9.68, 0.11, 0.13, -0.35, 0.2330,
0.03, 0.00, 9.71, 0.17, 0.18, -0.39, 0.2410,
-0.63, 0.00, 9.78, 0.15, 0.12, -0.46, 0.2470,
-0.63, 0.00, 9.78, 0.15, 0.12, -0.46, 0.2490,
-0.86, 0.04, 9.86, 0.15, 0.12, -0.46, 0.2540,
-0.01, 0.16, 9.63, 0.00, 0.00, 0.00, 0.4340,
-0.05, 0.12, 9.64, -0.00, 0.00, 0.00, 0.4430,
-0.05, 0.12, 9.64, -0.00, 0.00, 0.00, 0.4440,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.4520,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.4530,
-0.01, 0.12, 9.68, -0.00, -0.00, 0.00, 0.4650,
-0.01, 0.12, 9.68, -0.00, 0.00, 0.00, 0.4690,
-0.01, 0.12, 9.63, -0.00, 0.00, 0.00, 0.4740,
-0.01, 0.12, 9.63, 0.00, 0.00, 0.00, 0.4820,
-0.01, 0.12, 9.63, 0.00, 0.00, 0.00, 0.4840,
-0.01, 0.12, 9.63, 0.00, 0.00, 0.00, 0.4920,
-0.01, 0.12, 9.68, 0.00, -0.00, 0.00, 0.5000,
-0.01, 0.16, 9.63, 0.00, -0.00, 0.00, 0.5050,
-0.01, 0.12, 9.63, 0.00, 0.00, 0.00, 0.5140,
-0.01, 0.12, 9.63, 0.00, 0.00, 0.00, 0.5220,
-0.01, 0.12, 9.63, 0.00, 0.00, 0.00, 0.5230,
-0.01, 0.12, 9.63, 0.00, 0.01, 0.00, 0.5310,
-0.05, 0.12, 9.67, 0.00, 0.00, 0.00, 0.5380,
-0.05, 0.12, 9.67, 0.00, 0.00, 0.00, 0.5400,
-0.01, 0.12, 9.71, 0.00, 0.00, 0.00, 0.5440,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.5530,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.5540,
-0.01, 0.12, 9.63, 0.00, 0.00, 0.00, 0.6540,
-0.05, 0.12, 9.67, -0.00, -0.00, 0.00, 0.6630,
-0.05, 0.12, 9.67, -0.00, -0.00, 0.00, 0.6640,
-0.05, 0.12, 9.67, 0.00, 0.00, 0.00, 0.6720,
-0.05, 0.12, 9.67, 0.00, 0.00, 0.00, 0.6740,
-0.05, 0.12, 9.67, 0.00, 0.00, 0.00, 0.6810,
-0.05, 0.12, 9.64, 0.00, 0.00, 0.00, 0.6840,
-0.01, 0.12, 9.63, 0.00, -0.00, -0.00, 0.6930,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.7020,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.7030,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.7050,
-0.01, 0.08, 9.68, 0.00, 0.00, 0.00, 0.7130,
0.03, 0.16, 9.64, 0.00, 0.00, 0.00, 0.8910,
0.03, 0.12, 9.64, 0.00, 0.00, 0.00, 0.8920,
0.03, 0.12, 9.64, 0.00, 0.00, 0.00, 0.8930,
-0.01, 0.16, 9.71, 0.00, 0.00, 0.00, 0.9010,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.9050,
-0.01, 0.12, 9.68, 0.00, 0.00, 0.00, 0.9090,
-0.05, 0.12, 9.64, 0.00, 0.00, 0.00, 0.9140,
