a,16,-96,4048,0.001
a,32,-96,4032,0.014
a,32,-112,4096,0.019
a,32,-80,4048,0.021
g,4,-22,-2,0.023
a,0,-128,4064,0.025
g,-5,-9,0,0.028
a,0,-96,4080,0.030
g,-4,-16,-2,0.033
a,32,-96,4032,0.035
a,-16,-96,4080,0.037
g,-3,-9,4,0.039
a,16,-112,4048,0.041
g,-3,-23,0,0.043
a,16,-96,4064,0.044
g,-7,-15,4,0.047
a,32,-112,4032,0.049
g,0,-10,-3,0.052
a,-16,-96,4096,0.054
a,0,-96,4128,0.056
g,-8,-34,-6,0.058
a,48,-96,4032,0.060
g,-8,-54,-3,0.063
a,96,-112,3968,0.065
g,-3,-19,-6,0.068
a,32,-96,4032,0.070
g,-1,6,2,0.073
a,32,-112,4064,0.075
a,16,-96,4064,0.077
g,-2,4,-2,0.078
a,16,-112,4080,0.080
g,-3,3,3,0.082
a,32,-96,4064,0.084
g,-1,-2,-4,0.087
a,16,-96,4048,0.089
g,0,-3,2,0.092
a,32,-112,4048,0.094
a,16,-96,4048,0.096
g,-3,4,-2,0.098
a,0,-96,4080,0.100
g,-4,-2,0,0.102
a,16,-112,4064,0.104
g,-6,-15,0,0.107
a,16,-112,4064,0.109
g,-4,-16,-4,0.112
a,32,-96,4064,0.114
a,32,-96,4048,0.116
g,-5,-12,2,0.118
a,16,-80,4064,0.120
g,-2,-17,-4,0.123
a,0,-96,4064,0.125
g,-8,-19,0,0.128
a,16,-112,4048,0.131
a,32,-96,4048,0.134
m,218,-430,932,0.136
a,32,-96,4048,0.138
g,-3,-23,-2,0.140
a,16,-96,4064,0.142
g,-6,-12,-4,0.145
a,16,-96,4064,0.146
g,-4,-20,-4,0.149
a,16,-96,4080,0.151
a,16,-112,4064,0.154
m,224,-413,894,0.156
g,-2,-15,-1,0.159
a,16,-96,4064,0.160
g,-3,-14,-5,0.163
a,16,-96,4064,0.165
g,0,-14,-2,0.168
a,32,-112,4064,0.170
a,16,-112,4080,0.173
m,218,-419,907,0.175
a,16,-112,4064,0.177
g,-4,-18,-5,0.179
a,16,-96,4064,0.181
g,-2,-17,0,0.184
a,32,-112,4048,0.186
g,-3,-15,-1,0.189
a,16,-96,4064,0.191
a,32,-112,4048,0.194
m,236,-419,894,0.196
a,32,-96,4064,0.198
g,-8,-13,0,0.200
a,32,-112,4048,0.202
g,-6,-20,-2,0.205
a,32,-96,4064,0.206
a,48,-112,4048,0.208
g,-6,-13,1,0.210
a,80,-128,3936,0.213
m,218,-424,919,0.215
a,-48,-96,4176,0.217
g,-6,10,-7,0.219
a,-32,-96,4144,0.221
g,-10,-35,-1,0.224
a,112,-128,3984,0.226
g,0,-6,1,0.229
a,128,-96,3920,0.231
a,-48,-96,4160,0.234
m,224,-424,920,0.236
g,-4,-42,-4,0.238
a,32,-112,4080,0.240
g,-6,-79,-4,0.243
a,176,-128,3872,0.246
a,32,-80,4080,0.248
g,-4,-1,0,0.250
a,-80,-112,4208,0.253
m,224,-419,913,0.255
a,48,-112,4048,0.257
g,-4,-47,1,0.260
a,96,-112,3968,0.262
g,-2,-15,-5,0.264
a,48,-96,4032,0.266
a,16,-96,4096,0.268
g,-8,-19,2,0.270
a,32,-96,4080,0.273
m,218,-430,913,0.275
a,32,-96,4048,0.277
a,32,-96,4032,0.279
g,-2,-21,-3,0.282
a,32,-80,4064,0.284
a,32,-96,4064,0.286
g,-6,-15,0,0.288
a,32,-96,4064,0.290
m,212,-424,913,0.293
g,-4,-14,-1,0.295
a,32,-112,4064,0.297
g,1,-12,-2,0.300
a,32,-96,4064,0.303
a,32,-96,4064,0.306
a,32,-96,4048,0.308
g,-2,-10,-5,0.310
a,32,-96,4048,0.312
g,-4,-7,-2,0.314
m,230,-419,907,0.317
g,-3,-8,1,0.319
a,16,-96,4064,0.321
a,16,-80,4064,0.323
g,-8,-7,-1,0.325
a,16,-112,4080,0.327
g,-6,-15,2,0.329
a,16,-96,4064,0.331
g,-7,-23,-2,0.334
m,230,-424,926,0.336
g,-4,-26,1,0.339
a,32,-96,4048,0.341
a,32,-96,4064,0.343
g,-4,-27,-4,0.345
a,32,-96,4064,0.347
g,-6,-25,1,0.350
a,32,-96,4064,0.351
g,-3,-30,-3,0.354
a,32,-96,4048,0.357
g,-4,-35,-5,0.359
a,32,-96,4064,0.361
a,32,-96,4048,0.363
g,-9,-43,-7,0.365
a,32,-112,4064,0.367
g,-3,-48,-4,0.369
a,48,-112,4064,0.371
g,-11,-43,-2,0.374
m,230,-419,913,0.376
g,-4,-41,-9,0.379
a,48,-96,4064,0.381
a,64,-112,4064,0.384
g,-4,-39,1,0.386
g,-6,-31,-4,0.388
a,64,-96,4048,0.390
g,-7,-29,-3,0.393
a,48,-112,4048,0.395
a,48,-96,4048,0.397
g,-3,-25,-5,0.399
a,48,-112,4048,0.401
g,-5,-23,-2,0.403
a,48,-96,4032,0.404
g,-4,-21,-2,0.407
a,48,-96,4048,0.409
g,-6,-20,-3,0.412
a,48,-96,4080,0.414
a,48,-96,4048,0.417
g,-1,-24,-5,0.419
a,48,-112,4048,0.421
g,-3,-26,1,0.423
a,64,-96,4048,0.425
g,-5,-15,-5,0.428
a,64,-96,4048,0.430
a,64,-112,4064,0.432
m,212,-419,907,0.434
a,48,-112,4064,0.436
g,-5,-7,0,0.438
a,32,-112,4064,0.440
g,-2,-11,0,0.443
a,32,-96,4096,0.445
g,-4,-25,-1,0.447
a,32,-112,4080,0.449
g,-5,-25,0,0.452
a,48,-112,4048,0.454
a,64,-96,4032,0.456
g,-1,-27,-4,0.458
a,48,-112,4048,0.460
g,-3,-22,-1,0.463
a,48,-112,4064,0.465
g,-3,-19,-1,0.468
a,48,-112,4064,0.470
a,48,-96,4064,0.473
m,218,-436,907,0.475
a,48,-112,4080,0.477
g,-4,-19,0,0.479
a,48,-112,4032,0.481
