g,0.00,0.00,0.00, ,1.280
r,0.96,-0.01,0.04,-0.27,1.282
a,-0.77,-0.38,9.65, ,1.286
m,-6.88,17.75,-35.31, ,1.290
g,0.00,0.00,0.00, ,1.292
r,0.96,-0.01,0.04,-0.27,1.294
g,0.00,0.00,0.00, ,1.300
r,0.96,-0.01,0.04,-0.27,1.302
a,-0.80,-0.42,9.61, ,1.305
m,-8.00,19.44,-36.12, ,1.309
g,0.00,0.00,0.00, ,1.312
r,0.96,-0.01,0.04,-0.27,1.315
g,0.00,0.00,0.00, ,1.320
r,0.96,-0.01,0.04,-0.27,1.323
a,-0.80,-0.38,9.65, ,1.325
m,-7.88,17.94,-35.62, ,1.329
g,0.00,0.00,0.00, ,1.331
r,0.96,-0.01,0.04,-0.27,1.334
a,-0.77,-0.38,9.61, ,1.339
g,0.00,0.00,0.00, ,1.341
m,-8.06,19.88,-36.12, ,1.344
r,0.96,-0.01,0.04,-0.27,1.347
g,0.00,0.00,0.00, ,1.352
r,0.96,-0.01,0.04,-0.27,1.355
g,0.00,0.00,0.00, ,1.359
r,0.96,-0.01,0.04,-0.27,1.362
a,-0.80,-0.42,9.65, ,1.364
m,-7.38,18.94,-35.69, ,1.367
g,0.00,0.00,0.00, ,1.371
r,0.96,-0.01,0.04,-0.27,1.374
a,-0.77,-0.42,9.65, ,1.380
g,0.00,0.00,0.00, ,1.382
m,-7.81,19.81,-35.69, ,1.384
r,0.96,-0.01,0.04,-0.27,1.387
g,0.00,0.00,0.00, ,1.391
r,0.96,-0.01,0.04,-0.27,1.394
a,-0.77,-0.38,9.65, ,1.400
g,0.00,0.00,0.00, ,1.402
m,-7.50,18.69,-37.38, ,1.405
r,0.96,-0.01,0.04,-0.27,1.407
g,0.00,0.00,0.00, ,1.412
r,0.96,-0.01,0.04,-0.27,1.414
a,-0.77,-0.38,9.61, ,1.420
g,0.00,0.00,0.00, ,1.422
m,-7.31,18.62,-36.19, ,1.425
r,0.96,-0.01,0.04,-0.27,1.427
g,0.00,0.00,0.00, ,1.432
r,0.96,-0.01,0.04,-0.27,1.434
a,-0.77,-0.38,9.65, ,1.440
g,0.00,0.00,0.00, ,1.442
m,-8.50,19.88,-35.62, ,1.445
r,0.96,-0.01,0.04,-0.27,1.448
g,0.00,0.00,0.00, ,1.452
r,0.96,-0.01,0.04,-0.27,1.455
a,-0.77,-0.42,9.65, ,1.460
g,0.00,0.00,0.00, ,1.462
m,-7.88,18.94,-34.00, ,1.465
r,0.96,-0.01,0.04,-0.27,1.468
g,0.00,0.00,0.00, ,1.472
r,0.96,-0.01,0.04,-0.27,1.475
a,-0.77,-0.38,9.65, ,1.480
g,0.00,0.00,0.00, ,1.482
m,-8.44,18.69,-34.31, ,1.485
r,0.96,-0.01,0.04,-0.27,1.488
g,0.00,0.00,0.00, ,1.492
r,0.96,-0.01,0.04,-0.27,1.495
a,-0.77,-0.42,9.65, ,1.500
g,0.00,0.00,0.00, ,1.503
m,-7.50,19.69,-35.31, ,1.505
r,0.96,-0.01,0.04,-0.27,1.508
g,0.00,0.00,0.00, ,1.512
r,0.96,-0.01,0.04,-0.27,1.515
g,0.00,0.00,0.00, ,1.520
r,0.96,-0.01,0.04,-0.27,1.523
a,-0.77,-0.38,9.65, ,1.525
m,-7.88,17.94,-35.62, ,1.528
g,0.00,0.00,0.00, ,1.530
r,0.96,-0.01,0.04,-0.27,1.533
a,-0.80,-0.38,9.61, ,1.537
m,-7.81,19.00,-34.81, ,1.540
g,0.00,0.00,0.00, ,1.542
r,0.96,-0.01,0.04,-0.27,1.546
g,0.00,0.00,0.00, ,1.550
r,0.96,-0.01,0.04,-0.27,1.553
a,-0.77,-0.38,9.65, ,1.557
m,-8.12,19.81,-35.69, ,1.560
g,0.00,0.00,0.00, ,1.563
r,0.96,-0.01,0.04,-0.27,1.565
g,0.00,0.00,0.00, ,1.570
r,0.96,-0.01,0.04,-0.27,1.572
a,-0.77,-0.42,9.65, ,1.576
m,-7.88,18.31,-35.62, ,1.580
g,0.00,0.00,0.00, ,1.582
r,0.96,-0.01,0.04,-0.27,1.585
a,-0.77,-0.42,9.61, ,1.590
g,0.00,0.00,0.00, ,1.592
m,-8.81,20.25,-36.06, ,1.595
r,0.96,-0.01,0.04,-0.27,1.598
g,0.00,0.00,0.00, ,1.603
r,0.96,-0.01,0.04,-0.27,1.607
g,0.00,0.00,0.00, ,1.611
r,0.96,-0.01,0.04,-0.27,1.614
a,-0.77,-0.42,9.61, ,1.617
m,-7.94,19.75,-34.88, ,1.621
g,0.00,0.00,0.00, ,1.624
r,0.96,-0.01,0.04,-0.27,1.627
g,0.00,0.00,0.00, ,1.631
r,0.96,-0.01,0.04,-0.27,1.634
a,-0.77,-0.38,9.69, ,1.637
m,-8.00,19.06,-36.12, ,1.641
g,0.00,0.00,0.00, ,1.644
r,0.96,-0.01,0.04,-0.27,1.647
g,0.00,0.00,0.00, ,1.651
r,0.96,-0.01,0.04,-0.27,1.654
a,-0.77,-0.42,9.65, ,1.657
m,-7.31,18.56,-35.69, ,1.661
g,0.00,0.00,0.00, ,1.664
r,0.96,-0.01,0.04,-0.27,1.668
g,0.00,0.00,0.00, ,1.672
r,0.96,-0.01,0.04,-0.27,1.675
a,-0.77,-0.38,9.65, ,1.680
g,0.00,0.00,0.00, ,1.683
m,-7.38,19.38,-36.19, ,1.685
r,0.96,-0.01,0.04,-0.27,1.688
g,0.00,0.00,0.00, ,1.691
r,0.96,-0.01,0.04,-0.27,1.694
a,-0.80,-0.38,9.65, ,1.699
m,-7.81,20.12,-36.56, ,1.701
g,0.00,0.00,0.00, ,1.703
r,0.96,-0.01,0.04,-0.27,1.706
g,0.00,0.00,0.00, ,1.710
r,0.96,-0.01,0.04,-0.27,1.713
a,-0.77,-0.42,9.65, ,1.717
m,-7.00,18.94,-36.19, ,1.720
g,0.00,0.00,0.00, ,1.723
r,0.96,-0.01,0.04,-0.27,1.727
g,0.00,0.00,0.00, ,1.732
r,0.96,-0.01,0.04,-0.27,1.734
a,-0.77,-0.38,9.65, ,1.738
m,-7.38,18.56,-35.31, ,1.741
g,0.00,0.00,0.00, ,1.744
r,0.96,-0.01,0.04,-0.27,1.746
g,0.00,0.00,0.00, ,1.751
r,0.96,-0.01,0.04,-0.27,1.753
a,-0.77,-0.42,9.65, ,1.757
m,-7.94,20.06,-35.31, ,1.761
g,0.00,0.00,0.00, ,1.764
r,0.96,-0.01,0.04,-0.27,1.766
g,0.00,0.00,0.00, ,1.771
r,0.96,-0.01,0.04,-0.27,1.773
a,-0.73,-0.38,9.65, ,1.777
